Survived,Sex,Age,SibSp,Parch,Fare,Pclass_1,Pclass_2,Embarked_C,Embarked_Q,Title_1,Title_2,Title_3,Title_4,Title_5
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,32.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,27.0,0,2,211,1,0,1,0,1,0,0,0,0
0.0,0,21.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,21.0,2,0,73,0,1,0,0,1,0,0,0,0
1.0,1,22.0,0,0,7,0,0,0,1,0,1,0,0,0
0.0,1,30.0,0,0,8,0,0,0,0,0,1,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,36.0,1,0,26,0,1,0,0,0,0,1,0,0
0.0,0,25.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,52.0,1,0,78,1,0,1,0,0,0,1,0,0
0.0,0,54.0,1,0,26,0,1,0,0,0,0,0,0,1
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,60.0,0,0,76,1,0,1,0,0,0,1,0,0
0.0,0,18.0,1,0,14,0,0,1,0,1,0,0,0,0
1.0,1,55.0,0,0,135,1,0,1,0,0,0,1,0,0
0.0,0,29.0,0,0,9,0,0,0,0,1,0,0,0,0
0.0,0,24.0,0,0,10,0,1,0,0,1,0,0,0,0
1.0,1,19.0,0,0,13,0,1,0,0,0,1,0,0,0
0.0,0,32.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,1,0,14,0,0,1,0,1,0,0,0,0
0.0,1,3.0,1,1,13,0,0,0,0,0,1,0,0,0
0.0,0,22.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,0,24.0,1,0,16,0,0,0,0,1,0,0,0,0
0.0,0,18.0,1,1,20,0,0,0,0,1,0,0,0,0
1.0,0,4.0,1,1,11,0,0,0,0,0,0,0,1,0
0.0,0,21.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,27.0,1,0,136,1,0,1,0,1,0,0,0,0
1.0,1,62.0,0,0,80,1,0,0,0,0,0,1,0,0
0.0,0,14.5,8,2,69,0,0,0,0,0,0,0,1,0
0.0,1,17.360841747572817,0,2,7,0,0,0,1,0,1,0,0,0
0.0,0,26.0,0,0,13,0,1,0,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,18.0,0,0,11,0,1,0,0,1,0,0,0,0
0.0,0,45.0,0,0,6,0,0,0,0,1,0,0,0,0
0.0,1,17.360841747572817,0,0,7,0,0,0,1,0,1,0,0,0
0.0,0,26.0,1,2,20,0,0,0,0,1,0,0,0,0
0.0,0,44.0,2,0,90,1,0,0,1,0,0,0,0,1
1.0,1,30.0,0,0,164,1,0,0,0,0,1,0,0,0
1.0,1,36.0,0,0,13,0,1,0,0,0,0,1,0,0
1.0,1,35.0,0,0,135,1,0,0,0,0,1,0,0,0
0.0,0,4.0,4,2,31,0,0,0,0,0,0,0,1,0
0.0,0,28.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,1,0,16,0,0,0,0,1,0,0,0,0
1.0,0,13.0,2,2,262,1,0,1,0,0,0,0,1,0
0.0,0,35.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,0,19.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,0,31.0,1,0,57,1,0,0,0,1,0,0,0,0
1.0,1,55.0,2,0,25,1,0,0,0,0,0,1,0,0
0.0,0,41.45075757575758,0,0,0,1,0,0,0,1,0,0,0,0
0.0,0,21.0,0,0,8,0,0,0,0,1,0,0,0,0
1.0,0,32.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,34.0,1,0,21,0,1,0,0,1,0,0,0,0
0.0,0,32.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,49.0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0,39.0,0,0,13,0,1,0,0,1,0,0,0,0
0.0,0,30.0,0,0,8,0,0,0,0,1,0,0,0,0
1.0,1,27.0,0,2,11,0,0,0,0,0,0,1,0,0
0.0,0,47.0,0,0,15,0,1,0,0,1,0,0,0,0
1.0,0,1.0,0,2,37,0,1,1,0,0,0,0,1,0
1.0,0,26.0,1,1,29,0,1,0,0,1,0,0,0,0
1.0,1,47.0,1,1,52,1,0,0,0,0,0,1,0,0
0.0,0,1.0,4,1,39,0,0,0,0,0,0,0,1,0
0.0,0,28.318910256410255,8,2,69,0,0,0,0,1,0,0,0,0
0.0,0,36.0,1,0,15,0,0,0,0,1,0,0,0,0
0.0,0,25.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,42.0,0,0,26,1,0,0,0,1,0,0,0,0
0.0,0,55.0,0,0,30,1,0,0,0,1,0,0,0,0
0.0,0,22.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,0,21.0,0,0,7,0,0,1,0,1,0,0,0,0
1.0,1,35.0,0,0,512,1,0,1,0,0,1,0,0,0
0.0,0,20.0,0,0,4,0,0,1,0,1,0,0,0,0
0.0,0,17.0,1,0,7,0,0,0,0,1,0,0,0,0
0.0,0,29.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,13.0,0,2,20,0,0,0,0,0,0,0,1,0
1.0,1,58.0,0,0,146,1,0,1,0,0,1,0,0,0
0.0,0,30.5,0,0,8,0,0,0,0,1,0,0,0,0
1.0,1,42.9264705882353,1,0,51,1,0,0,0,0,0,1,0,0
0.0,0,28.0,0,0,9,0,0,0,0,1,0,0,0,0
0.0,0,47.0,0,0,25,1,0,0,0,1,0,0,0,0
0.0,0,38.0,0,0,8,0,0,0,0,1,0,0,0,0
1.0,0,6.0900891891891895,1,1,22,0,0,1,0,0,0,0,1,0
0.0,0,16.0,2,0,18,0,0,0,0,1,0,0,0,0
0.0,0,41.45075757575758,0,0,25,1,0,0,0,1,0,0,0,0
0.0,0,26.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,17.0,0,0,12,0,1,1,0,0,1,0,0,0
0.0,0,20.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,0,22.0,0,0,8,0,0,0,0,1,0,0,0,0
1.0,0,29.0,0,0,13,0,1,1,0,1,0,0,0,0
1.0,0,2.0,1,1,26,0,1,0,0,0,0,0,1,0
0.0,0,21.0,0,0,13,0,1,0,0,1,0,0,0,0
0.0,0,46.0,0,0,26,1,0,0,0,1,0,0,0,0
0.0,0,25.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,0,1.0,2,1,39,0,1,0,0,0,0,0,1,0
1.0,1,48.0,0,2,36,0,1,0,0,0,0,1,0,0
1.0,1,45.0,1,0,52,1,0,0,0,0,0,1,0,0
0.0,0,21.0,0,0,73,0,1,0,0,1,0,0,0,0
0.0,0,21.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,35.0,0,0,21,0,1,0,0,0,1,0,0,0
1.0,1,34.0,0,1,23,0,1,0,0,0,0,1,0,0
1.0,1,16.0,1,1,8,0,0,1,0,0,0,1,0,0
1.0,1,26.0,0,0,7,0,0,0,0,0,1,0,0,0
1.0,1,22.0,0,0,7,0,0,0,0,0,1,0,0,0
0.0,1,39.0,0,5,29,0,0,0,1,0,0,1,0,0
0.0,0,37.0,1,1,83,1,0,1,0,1,0,0,0,0
1.0,1,23.0,3,2,263,1,0,0,0,0,1,0,0,0
0.0,0,28.0,0,0,13,0,1,0,0,1,0,0,0,0
0.0,0,42.0,0,0,13,0,1,0,0,1,0,0,0,0
1.0,1,36.0,0,0,13,0,1,0,0,0,1,0,0,0
0.0,0,11.0,5,2,46,0,0,0,0,0,0,0,1,0
1.0,1,5.0,1,2,27,0,1,0,0,0,1,0,0,0
0.0,0,46.0,0,0,75,1,0,1,0,1,0,0,0,0
0.0,0,22.0,2,0,31,0,1,0,0,1,0,0,0,0
0.0,0,42.0,1,1,32,0,1,0,0,1,0,0,0,0
0.0,0,21.0,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,25.0,0,0,7,0,0,1,0,1,0,0,0,0
1.0,0,1.0,1,2,20,0,0,0,0,0,0,0,1,0
0.0,0,17.0,2,0,8,0,0,0,0,1,0,0,0,0
0.0,0,44.0,0,1,16,0,0,0,0,1,0,0,0,0
1.0,1,54.0,1,0,59,1,0,1,0,0,0,1,0,0
1.0,1,32.0,0,0,13,0,1,0,0,0,0,1,0,0
0.0,0,41.45075757575758,0,0,30,1,0,1,0,1,0,0,0,0
0.0,0,50.0,1,0,26,0,1,0,0,1,0,0,0,0
0.0,0,18.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,0,41.45075757575758,0,0,35,1,0,0,0,1,0,0,0,0
0.0,0,33.0,0,0,12,0,1,0,0,1,0,0,0,0
1.0,1,25.0,0,1,26,0,1,0,0,0,0,1,0,0
1.0,0,45.0,0,0,29,1,0,1,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,9,0,0,0,0,1,0,0,0,0
0.0,0,41.45075757575758,0,0,0,1,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,61.0,0,0,33,1,0,0,0,1,0,0,0,0
0.0,0,39.0,0,0,26,0,1,0,0,1,0,0,0,0
0.0,1,28.0,0,0,7,0,0,0,0,0,1,0,0,0
1.0,1,31.0,0,0,21,0,1,0,0,0,1,0,0,0
0.0,1,2.0,4,2,31,0,0,0,0,0,1,0,0,0
0.0,0,22.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,24,0,0,0,1,1,0,0,0,0
0.0,0,50.0,1,1,211,1,0,1,0,1,0,0,0,0
1.0,1,17.360841747572817,0,0,7,0,0,0,1,0,1,0,0,0
0.0,1,40.0,1,0,9,0,0,0,0,0,0,1,0,0
1.0,0,21.0,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,41.0,0,0,15,0,1,1,0,1,0,0,0,0
0.0,1,3.0,3,1,21,0,0,0,0,0,1,0,0,0
0.0,0,49.0,1,1,110,1,0,1,0,1,0,0,0,0
1.0,1,32.326530612244895,0,2,15,0,0,1,0,0,0,1,0,0
0.0,1,29.0,0,0,7,0,0,0,0,0,1,0,0,0
0.0,0,58.0,0,2,113,1,0,1,0,1,0,0,0,0
0.0,1,24.0,0,0,13,0,1,0,0,0,1,0,0,0
0.0,0,28.318910256410255,1,0,24,0,0,0,1,1,0,0,0,0
0.0,0,32.346715328467155,0,0,0,0,1,0,0,1,0,0,0,0
0.0,1,29.0,1,1,10,0,0,0,0,0,0,1,0,0
0.0,0,41.0,0,0,30,1,0,0,0,1,0,0,0,0
0.0,0,41.45075757575758,0,0,27,1,0,1,0,1,0,0,0,0
1.0,1,19.0,0,0,26,0,1,0,0,0,1,0,0,0
0.0,0,28.318910256410255,1,9,69,0,0,0,0,1,0,0,0,0
0.0,1,26.0,1,1,26,0,1,0,0,0,0,1,0,0
0.0,0,19.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,0,48.0,0,0,50,1,0,1,0,1,0,0,0,0
0.0,1,1.0,1,1,12,0,0,0,0,0,1,0,0,0
0.0,0,17.0,1,1,7,0,0,1,0,1,0,0,0,0
0.0,1,22.0,0,0,10,0,0,0,0,0,1,0,0,0
1.0,0,28.318910256410255,2,0,23,0,0,0,1,1,0,0,0,0
0.0,0,26.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,34.0,0,0,6,0,0,0,0,1,0,0,0,0
1.0,1,24.0,1,0,27,0,1,1,0,0,0,1,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,64.0,0,0,26,1,0,0,0,1,0,0,0,0
1.0,1,15.0,0,2,39,0,1,0,0,0,1,0,0,0
0.0,0,18.0,0,0,73,0,1,0,0,1,0,0,0,0
0.0,0,22.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,0,28.0,0,0,35,1,0,0,0,1,0,0,0,0
1.0,1,23.0,0,0,8,0,0,0,0,0,1,0,0,0
1.0,0,23.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,0,37.0,1,1,52,1,0,0,0,1,0,0,0,0
1.0,1,48.0,1,0,106,1,0,1,0,0,0,1,0,0
0.0,1,57.0,0,0,10,0,1,0,0,0,0,1,0,0
1.0,1,34.0,1,1,32,0,1,0,0,0,0,1,0,0
0.0,0,29.0,0,0,10,0,1,0,0,1,0,0,0,0
0.0,0,64.0,1,0,75,1,0,1,0,1,0,0,0,0
1.0,1,23.0,0,0,7,0,0,0,0,0,1,0,0,0
0.0,0,35.0,0,0,12,0,1,0,1,1,0,0,0,0
1.0,0,53.0,0,0,28,1,0,1,0,0,0,0,0,1
0.0,0,21.0,1,0,11,0,1,0,0,1,0,0,0,0
0.0,0,32.0,0,0,13,0,1,0,0,1,0,0,0,0
1.0,1,17.360841747572817,0,0,15,0,0,0,1,0,1,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,1,0,1,0,0,0,0
0.0,0,21.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,1,9.0,4,2,31,0,0,0,0,0,1,0,0,0
1.0,1,44.0,0,0,27,1,0,1,0,0,0,1,0,0
0.0,0,22.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,41.45075757575758,0,0,51,1,0,0,0,1,0,0,0,0
1.0,1,20.0,1,0,26,0,1,0,0,0,1,0,0,0
0.0,1,21.0,2,2,34,0,0,0,0,0,1,0,0,0
1.0,1,13.0,0,0,7,0,0,1,0,0,1,0,0,0
1.0,1,29.0,0,0,221,1,0,0,0,0,1,0,0,0
0.0,0,28.0,0,0,22,0,0,0,0,1,0,0,0,0
1.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
0.0,1,32.326530612244895,0,0,14,0,0,0,0,0,0,1,0,0
0.0,0,42.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,1,0,19,0,0,0,0,1,0,0,0,0
0.0,0,6.0900891891891895,3,1,25,0,0,0,0,0,0,0,1,0
0.0,0,34.5,0,0,6,0,0,1,0,1,0,0,0,0
1.0,1,35.0,1,0,53,1,0,0,0,0,0,1,0,0
0.0,0,28.318910256410255,0,0,7,0,0,1,0,1,0,0,0,0
0.0,0,37.0,2,0,7,0,0,0,0,1,0,0,0,0
1.0,0,44.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,1,32.326530612244895,1,2,23,0,0,0,0,0,0,1,0,0
0.0,1,20.0,1,0,9,0,0,0,0,0,1,0,0,0
0.0,0,37.0,1,0,26,0,1,0,0,1,0,0,0,0
0.0,0,23.0,1,0,10,0,1,0,0,1,0,0,0,0
0.0,1,32.326530612244895,1,0,14,0,0,1,0,0,0,1,0,0
0.0,0,31.0,0,0,7,0,0,0,1,1,0,0,0,0
0.0,1,17.360841747572817,1,2,23,0,0,0,0,0,1,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,23.0,0,0,15,0,1,1,0,1,0,0,0,0
1.0,1,23.0,0,1,83,1,0,1,0,0,0,1,0,0
1.0,1,17.360841747572817,0,0,7,0,0,0,1,0,1,0,0,0
0.0,0,46.0,1,0,61,1,0,0,0,1,0,0,0,0
0.0,0,31.0,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,36.0,0,0,0,0,0,0,0,1,0,0,0,0
0.0,0,51.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,28.0,0,0,22,0,0,0,0,1,0,0,0,0
0.0,0,36.0,0,0,13,0,1,0,0,1,0,0,0,0
1.0,1,18.0,0,0,7,0,0,0,0,0,1,0,0,0
0.0,0,33.0,0,0,7,0,0,1,0,1,0,0,0,0
1.0,0,32.0,0,0,30,1,0,1,0,0,0,0,0,1
0.0,0,19.0,3,2,263,1,0,0,0,1,0,0,0,0
0.0,0,23.5,0,0,7,0,0,1,0,1,0,0,0,0
1.0,1,30.131147540983605,0,0,110,1,0,1,0,0,1,0,0,0
1.0,0,28.318910256410255,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,41.45075757575758,0,0,27,1,0,1,0,1,0,0,0,0
0.0,1,22.0,0,0,39,0,0,0,0,0,1,0,0,0
1.0,1,17.360841747572817,0,0,7,0,0,0,1,0,1,0,0,0
1.0,1,21.0,0,0,10,0,1,0,0,0,1,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,1,1,0,0,0,0
1.0,0,25.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,16.0,0,0,86,1,0,0,0,0,1,0,0,0
1.0,0,6.0,0,1,12,0,0,0,0,0,0,0,1,0
0.0,0,25.0,1,0,7,0,0,0,0,1,0,0,0,0
1.0,0,41.45075757575758,0,0,30,1,0,0,0,1,0,0,0,0
1.0,0,80.0,0,0,30,1,0,0,0,1,0,0,0,0
0.0,1,19.0,1,0,16,0,0,0,0,0,0,1,0,0
0.0,0,21.0,0,0,8,0,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,1,1,0,0,0,0
1.0,1,20.86564693877551,0,0,12,0,1,0,1,0,1,0,0,0
0.0,1,18.0,0,0,7,0,0,0,0,0,1,0,0,0
0.0,0,28.0,1,0,82,1,0,1,0,1,0,0,0,0
0.0,0,22.0,0,0,135,1,0,1,0,1,0,0,0,0
0.0,0,2.0,4,1,29,0,0,0,1,0,0,0,1,0
0.0,0,31.0,0,0,50,1,0,0,0,1,0,0,0,0
0.0,0,59.0,0,0,13,0,1,0,0,1,0,0,0,0
0.0,0,28.318910256410255,1,0,15,0,0,0,1,1,0,0,0,0
1.0,1,59.0,2,0,51,1,0,0,0,0,0,1,0,0
0.0,0,54.0,0,0,26,0,1,0,0,1,0,0,0,0
0.0,0,24.0,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,27.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,12.0,0,0,15,0,1,0,0,0,1,0,0,0
0.0,1,17.0,0,0,7,0,0,0,1,0,1,0,0,0
0.0,0,49.214285714285715,0,0,39,1,0,1,0,0,0,0,0,1
1.0,1,14.0,1,2,120,1,0,0,0,0,1,0,0,0
1.0,0,29.0,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,41.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,33.0,0,0,86,1,0,0,0,0,0,0,0,1
0.0,0,22.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,1,27.0,1,0,21,0,1,0,0,0,0,1,0,0
1.0,1,32.326530612244895,1,0,16,0,0,0,0,0,0,1,0,0
0.0,0,50.0,1,0,55,1,0,0,0,1,0,0,0,0
0.0,0,30.0,1,0,16,0,0,0,0,1,0,0,0,0
1.0,0,27.0,1,0,53,1,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,29.0,0,2,23,0,1,0,0,0,0,1,0,0
0.0,1,2.0,1,2,151,1,0,0,0,0,1,0,0,0
1.0,0,9.0,0,2,20,0,0,0,0,0,0,0,1,0
0.0,0,33.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,0,21.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,32.346715328467155,0,0,15,0,1,1,0,1,0,0,0,0
1.0,0,41.45075757575758,0,0,39,1,0,0,0,1,0,0,0,0
0.0,0,2.0,3,1,21,0,0,0,0,0,0,0,1,0
1.0,0,28.0,0,0,26,1,0,0,0,1,0,0,0,0
0.0,0,39.0,0,0,0,1,0,0,0,1,0,0,0,0
0.0,0,64.0,1,4,263,1,0,0,0,1,0,0,0,0
0.0,1,35.0,0,0,7,0,0,0,1,0,1,0,0,0
0.0,0,36.0,0,0,9,0,0,0,0,1,0,0,0,0
1.0,1,35.0,1,0,83,1,0,0,0,0,0,1,0,0
1.0,0,48.0,1,0,52,1,0,0,0,1,0,0,0,0
1.0,1,31.0,1,1,20,0,0,0,0,0,0,1,0,0
0.0,0,28.0,0,0,47,1,0,0,0,1,0,0,0,0
1.0,1,24.0,3,2,263,1,0,0,0,0,1,0,0,0
1.0,1,53.0,0,0,27,1,0,1,0,0,0,1,0,0
1.0,1,33.0,1,2,27,0,1,0,0,0,0,1,0,0
0.0,0,28.318910256410255,0,0,15,0,0,0,0,1,0,0,0,0
0.0,0,40.0,0,0,0,1,0,0,0,1,0,0,0,0
0.0,1,18.0,0,0,6,0,0,0,1,0,1,0,0,0
1.0,1,6.0,0,1,33,0,1,0,0,0,1,0,0,0
1.0,1,30.0,1,0,13,0,1,1,0,0,1,0,0,0
1.0,1,15.0,0,1,211,1,0,0,0,0,1,0,0,0
0.0,0,30.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
0.0,1,30.5,0,0,7,0,0,0,1,0,1,0,0,0
0.0,0,42.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,17.0,0,0,8,0,0,0,0,1,0,0,0,0
1.0,1,38.0,1,5,31,0,0,0,0,0,0,1,0,0
0.0,0,57.0,1,1,164,1,0,0,0,1,0,0,0,0
0.0,0,28.318910256410255,2,0,21,0,0,1,0,1,0,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
1.0,0,36.0,1,2,120,1,0,0,0,1,0,0,0,0
1.0,1,29.0,0,0,10,0,1,0,0,0,0,1,0,0
0.0,0,44.0,0,0,8,0,0,0,0,1,0,0,0,0
1.0,1,16.0,0,0,7,0,0,0,1,0,1,0,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,1,1,0,0,0,0
0.0,0,26.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,41.45075757575758,0,0,35,1,0,0,0,1,0,0,0,0
1.0,0,22.0,0,0,7,0,0,1,0,1,0,0,0,0
1.0,1,50.0,0,1,26,0,1,0,0,0,0,1,0,0
0.0,0,18.0,0,0,13,0,1,0,0,1,0,0,0,0
1.0,1,42.9264705882353,1,0,133,1,0,0,0,0,0,1,0,0
0.0,0,28.318910256410255,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,38.0,1,0,21,0,1,0,0,1,0,0,0,0
0.0,0,74.0,0,0,7,0,0,0,0,1,0,0,0,0
0.0,0,28.0,0,0,7,0,0,0,0,1,0,0,0,0
1.0,1,24.0,0,0,13,0,1,0,0,0,1,0,0,0
0.0,1,32.326530612244895,1,0,14,0,0,1,0,0,0,1,0,0
0.0,0,70.0,0,0,10,0,1,0,0,1,0,0,0,0
